Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,AZ,2015,"12        ",Male,16,Right-Handed,165,23,130,1,Car,21,.333,32,Soccer,200,500,300,500,1000,1000,23,"Same length",7.1,7.1,"Same length",September,Winter,Yes,No,Seafood,Water,"Social studies",6,8,6,"Yes - broadband connection","Text messaging",500,500,4,1,30,6,13,1,5,5,10,4,0,2,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person","Wildlife, animals"
USA,CA,2015,"12        ",Female,17,Right-Handed,165,20,160,1,Car,30,.31,38,Basketball,700,700,1000,700,500,500,20,"Same length",46,45,"Same length",April,Fall,Yes,No,Breads/Sandwiches,Water,Languages,6,10,3,"Yes - other","Text messaging",0,0,5,2,7,5,15,0,5,4,7,4,0,0,Some,"Graduate degree","Punk rock",Fly,Happy,Other,"International aid"
USA,WI,2015,"12        ",Female,17,Right-Handed,179,24,182,2,Car,20,.456,46,Other,800,700,300,500,100,400,25,"Left foot",10.1,7.5,"Index finger",November,Fall,Yes,No,Soups,Water,Science,8,10,4,"Yes - broadband connection","Text messaging",70,120,15,.25,4,5,15,0,5,3,4,9,6,0,Some,"Graduate degree",Country,Telepathy,Happy,"Coach or club leader",Environment
USA,CA,2015,"12        ",Female,17,Right-Handed,162.5,26,166,2,Bus,30,.785,56,Walking/Hiking,500,500,500,600,200,300,26,"Same length",175,160,"Index finger",October,Fall,Yes,No,Pizza/Pasta,Coffee,Music,8,12,7,"Yes - broadband connection","In person",300,500,70,4,7,3,0,0,21,21,21,5,0,5,Some,"High school","Rock and roll",Fly,Happy,"Musician or singer","Arts, culture, sports"
USA,VA,2015,"12        ",Male,17,Right-Handed,162,23,154,1,Car,5,.271,32,Basketball,679,610,818,717,299,668,23,"Same length",70,70,"Same length",December,Summer,Yes,No,Meat,Water,History,6,9,4,"Yes - broadband connection","Text messaging",10,26,2,0,1,20,10,10,20,2,40,2,25,3,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Relative,"Wildlife, animals"
USA,CO,2015,"12        ",Male,17,Right-Handed,70,,,1,Bus,8,0.574,38,None,690,697,717,710,917,960,,"Same length",57,56,"Same length",December,Winter,No,No,"Rice/Noodle dishes",Water,"Computers and technology",5,12,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,64,0,4,5,2,64,0,1,68,0,0,1,"Very little","Less than high school",Other,"Freeze time",Rich,Friend,"Wildlife, animals"
USA,VA,2015,"12        ",Female,17,Right-Handed,159,24,162.5,1,Car,10,.361,42,Other,,,,,,,24.2,"Left foot",80,78,"Index finger",May,Spring,No,No,Pizza/Pasta,Water,Art,7,9,5,"Yes - broadband connection","Text messaging",20,10,8,0,5,9,6,5,10,6,8,8,0,6,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Health
USA,CA,2015,"12        ",Female,16,Right-Handed,160,26,2.204,3,Car,9,0.40,40,Basketball,900,900,900,900,700,900,26,"Same length",80,75,"Ring finger",September,Summer,No,No,Salads,Coffee,English,6.5,10,4,"Yes - other","In person",100,100,2,0,4,1,3,0,1,1,1,0,8,1,"A lot","Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,WI,2015,"12        ",Male,17,Right-Handed,184,27,194,1,Car,5,.324,83,"Football (American)",100,750,100,500,250,1000,27,"Right foot",100,90,"Index finger",April,Summer,No,No,Meat,Water,"Physical education",8,7,4,"Yes - broadband connection","Text messaging",25,50,35,1,5,5,18,7,4,1,6,2,5,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,"Education/Youth development"
USA,VA,2015,"12        ",Female,17,Right-Handed,157,25,155,1,Bus,13,.3818,51.33,Other,500,500,500,700,1000,1000,24,"Right foot",80,85,"Ring finger",June,Fall,No,No,Desserts,Water,Music,6,9,3,"Yes - other","In person",30,30,40,1,2,40,20,0,0,7,40,15,0,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Religious
USA,MI,2015,"12        ",Female,16,Right-Handed,62,23.2,58,2,Car,10,0.293,41,Soccer,701,529,626,626,257,770,23.2,"Same length",6.4,6.8,"Ring finger",November,Spring,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,6,9,5,"Yes - broadband connection","Text messaging",65,50,12,1,5,5,7,3,84,84,84,36,0,20,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,TN,2015,"12        ",Male,17,Right-Handed,192,32,182,1,Car,11,.426,48,None,12,10,57,69,800,1000,32,"Same length",77,72,"Index finger",October,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,4,5,3,"Yes - broadband connection","Text messaging",2,2,6,0,4,2,0,15,1,1,30,0,0,1,Some,"Graduate degree","Rock and roll","Freeze time",Rich,Relative,Health
USA,CA,2015,"12        ",Male,17,Right-Handed,170.2,26.67,182.9,1,Bus,75,0.308,49,"Football (American)",500,800,900,300,1000,1000,26.67,"Same length",101.6,101.6,"Same length",April,Fall,No,No,Pizza/Pasta,Water,"Physical education",7,9,5,"Yes - broadband connection","Text messaging",50,50,5,1,6,1,15,4,20,20,84,2,0,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Friend,"Wildlife, animals"
USA,OH,2015,"12        ",Female,16,Right-Handed,163,24,165.5,2,Car,7,0.372,36,Dancing,1000,1000,1000,1000,500,700,24,"Same length",8,8,"Same length",May,Spring,No,No,Pizza/Pasta,Water,Science,4,9,5,"Yes - broadband connection","In person",50,50,0,0,9,0,2,0,0,.5,3,1,0,0,"A lot","Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,MO,2015,"12        ",Female,17,Right-Handed,167.6,26,165,2,Car,5,.818,46,Basketball,400,400,400,400,700,700,27,"Left foot",9,8,,April,Fall,No,No,Pizza/Pasta,Milk,"Mathematics and statistics",7,9,4,"Yes - other","Text messaging",200,250,10,0,20,10,14,0,15,60,60,5,0,4,"A lot","Graduate degree",Pop,Fly,Happy,"Community leader or elder",Health
USA,NY,2015,"12        ",Male,18,Right-Handed,172.5,25.5,172,1,Car,10,.399,42,Lacrosse,8000,8000,7000,8000,7000,7000,25,"Right foot",9,9.5,"Same length",August,Spring,No,No,Meat,Water,History,8,7,3,"Yes - broadband connection","Text messaging",50,64,8,0,8,6,14,4,2,1,2,2,14,6,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,MA,2015,"12        ",Male,16,Right-Handed,179,26,189,1,Bicycle,15,0.313,47,Other,503,503,406,497,1000,1000,25.9,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KS,2015,"12        ",Female,16,Right-Handed,165,24,157,2,Car,12,0.434,41,None,950,750,800,800,900,1000,25,"Left foot",80,83,"Ring finger",February,Spring,No,No,Pizza/Pasta,Water,Science,7,9,4,"Yes - broadband connection","Text messaging",12,15,20,0.5,6,10,0,0,15,5,20,10,0,5,Some,"Graduate degree","Punk rock","Freeze time",Healthy,Other,"International aid"
USA,CA,2015,"12        ",Male,17,Right-Handed,160,70,150,2,Car,15,0.865,52,Walking/Hiking,997,996,995,998,999,1000,,,,,,February,Winter,No,No,Meat,Juice,Music,7,10,6,"Yes - other","Internet chat or instant messaging",20,200,6,0,1,2,1,8,2,3,6,2,4,1,Some,"Graduate degree","Punk rock","Super strength",Rich,Friend,"Arts, culture, sports"
USA,TX,2015,"12        ",Female,16,Right-Handed," 167",23.5,170,1,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2015,"12        ",Female,16,Right-Handed,157,,,2,Walk,10,0.906,33,Swimming,701,567,775,775,1000,1000,,"Same length",,,"Same length",January,Fall,No,No,Seafood,Water,Art,7,10,4,"Yes - broadband connection","Text messaging",20,15,0,0,,20,0,0,0,14,14,7,0,14,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
USA,IL,2015,"12        ",Male,17,Right-Handed,184,25,181,3,Bus,20,.456,57,Other,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2015,"12        ",Female,17,Right-Handed,170,22,176,1,Car,14,0.48,50,Athletics,200,400,400,600,700,1000,22.5,"Left foot",70,75,"Ring finger",August,Summer,Yes,Yes,Salads,Water,Art,3,6,4,"Yes - broadband connection","Text messaging",70,80,2,6,8,10,6,0,4,12,14,4,0,0.5,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","International aid"
USA,CA,2015,"12        ",Male,16,Right-Handed,171,27,171,2,Bus,75,.385,42,Basketball,450,300,400,400,200,100,27,"Same length",80,80,"Same length",November,Fall,No,No,Meat,Water,History,6,8,4,"Yes - dial-up connection","Internet chat or instant messaging",5,5,10,1,3,1,0,2,1,0,4,0,0,0,Some,"Undergraduate degree",Techno/Electronic,"Freeze time",Happy,Friend,Health
USA,MT,2015,"12        ",Male,16,Right-Handed,180,26,179,1,Car,5,.333,37,Soccer,750,600,500,600,800,900,26,"Same length",78,78,"Index finger",September,Fall,No,No,Seafood,Juice,"Mathematics and statistics",8,3,5,"Yes - broadband connection","Text messaging",2,1,6,1,4,1,10,8,6,3,4,0,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Business person",Environment
USA,IN,2015,"12        ",Female,17,Right-Handed,167,25,165,1,Car,10,.429,43,Other,100,100,10,10,1000,1000,25.5,"Left foot",6.2,6.2,"Same length",August,Fall,Yes,No,"No favorite","Soft drink (non-caffeinated)","Mathematics and statistics",6,10,4,"Yes - broadband connection","Cell phone",75,75,9,1,10,8,10,0,7,24,25,6,12,2,Some,"Graduate degree",Country,Telepathy,Happy,Relative,Health
USA,IN,2015,"12        ",Male,17,Right-Handed,193,29,191.5,7,Car,5,0.729,44,Basketball,400,400,600,800,200,200,30,"Left foot",10,9,"Same length",September,Summer,Yes,No,Seafood,"Sports drink","Physical education",7,8,4,"Yes - other","Text messaging",10,50,3,0,2,2,2,.5,1,.5,.5,2,0,2,Some,"Graduate degree",Country,Invisibility,Happy,"Coach or club leader",Religious
USA,KS,2015,"12        ",Male,17,Right-Handed,181,27,178,2,Car,10,.305,47,Soccer,722,594,364,444,1000,1000,26,"Right foot",8,9,"Ring finger",January,Fall,No,No,Pizza/Pasta,Water,History,8,12,4,"Yes - broadband connection","Text messaging",100,100,8,1,10,8,12,4,4,4,10,10,8,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,FL,2015,"12        ",Male,17,Right-Handed,175,27,167,1,Car,15,0.722,27,Tennis,500,1000,400,600,900,1000,24,"Right foot",85,79,"Index finger",October,Summer,Yes,No,Poultry,Water,History,8,9,2,"Yes - broadband connection","Text messaging",40,20,2,0,15,2,18,0,.5,.5,.5,3,0,1,"A lot","Undergraduate degree",Pop,Fly,Happy,"Sports person",Other
USA,OH,2015,"12        ",Male,18,Right-Handed,184,28,187,1,Car,30,0.32,34,Basketball,300,655,010,100,350,779,27,"Right foot",9,10,"Ring finger",August,Summer,No,No,Meat,Water,History,7.5,8.5,4,"Yes - other","In person",15,15,5,2,10,5,20,1,1,2,5,4,10,3,Some,"Graduate degree",Reggae,Telepathy,Happy,"Sports person",Health
USA,PA,2015,"12        ",Female,18,Right-Handed,122,26,95,1,Car,10,.421,53,Basketball,500,600,0,0,700,1000,23,"Same length",70,75,"Ring finger",November,Fall,Yes,No,Poultry,Milk,"Social studies",6,5,4,"Yes - broadband connection","Cell phone",200,150,20,10,0,0,10,0,10,10,5,10,2000,,Some,"Less than high school",Country,Telepathy,Rich,Relative,Health
USA,CO,2015,"12        ",Female,17,Right-Handed,162.6,23,174,1,Car,20,.472,38,Walking/Hiking,400,400,500,500,700,800,23,"Same length",8.24,8,"Index finger",November,Winter,No,No,"No favorite",Water,History,7,9,4,"Yes - broadband connection","Text messaging",,,10,7,42,8,4,0,7,35,40,2,4,2,Some,"Graduate degree",Jazz,Fly,Happy,Friend,"Education/Youth development"
USA,IN,2015,"12        ",Female,17,Right-Handed,170,24,164,2,Car,7,0.667,47,Tennis,780,470,250,230,600,850,24.5,"Left foot",90,80,"Index finger",May,Summer,Yes,No,Meat,"Sports drink",History,7,10,4,"Yes - broadband connection","Text messaging",100,300,25,1,7,4,14,2,5,30,2,15,12,2,Some,"Undergraduate degree",Pop,"Freeze time",Happy,"Religious figure",Religious
USA,AL,2015,"12        ",Female,16,Right-Handed,167.4,23,177.4,1,Car,7,.777,38,Basketball,,,,,,,23,"Same length",75,80,"Ring finger",February,Winter,No,No,Poultry,Water,"Physical education",5,4,4,"Yes - other","Text messaging",70,90,7,1,0,0,12,0,24,24,24,7,0,0,"A lot","Graduate degree",Country,Telepathy,Rich,"Doctor or nurse",Health
USA,FL,2015,"12        ",Female,17,Right-Handed,183,25,180,1,Car,15,.676,46,Other,1000,1000,1000,1000,0,1000,25,"Same length",,,"Ring finger",September,Summer,No,No,Pizza/Pasta,Water,Science,6,8,6,"Yes - other","Text messaging",25,25,,,,,,,,,,,,,"A lot","Graduate degree",Other,Fly,Healthy,Other,Environment
USA,MT,2015,"12        ",Male,17,Right-Handed,183,26,192,1,Car,5,0.387,31,Tennis,0,0,0,0,1000,1000,27,"Left foot",11,12,"Ring finger",March,Spring,Yes,No,Fruit,Milk,"Computers and technology",6,9,4,"Yes - broadband connection","In person",0,1,10,0,2,6,12,3,0,0,35,0,0,1,"Very little","Graduate degree",Jazz,"Freeze time",Happy,Relative,Religious
USA,UT,2015,"12        ",Male,0,Ambidextrous,0,0,0,0,Boat,0,0,0,Running/Jogging,0,0,0,0,0,0,0,"Same length",0,0,"Ring finger",February,Summer,Yes,Yes,Meat,Tea,"Social studies",0,0,0,"No internet connection",E-mail,0,0,0,0,0,0,0,0,0,0,168,0,0,0,"A lot","Graduate degree",Gospel,"Super strength",Famous,"Religious figure",Religious
USA,CA,2015,"12        ",Female,17,Right-Handed,160.0,22.5,157,2,Car,30,0.353,45,Other,1000,1000,1000,1000,700,700,22.5,"Same length",70,70.5,"Ring finger",February,Summer,No,No,Fruit,Water,Other,6,10,5,"Yes - other","Text messaging",500,500,6,2,2,5,0,0,24,24,5,0,0,0,Some,"Graduate degree",Pop,Fly,Rich,Friend,Health
USA,CA,2015,"12        ",Female,18,Right-Handed,62,,,2,Car,20,0.283,49,Walking/Hiking,1000,1000,1000,1000,1000,1000,,,,,,May,Winter,No,No,Poultry,Juice,Other,7,10,20,"Yes - other","Myspace, Facebook, other social networking sites, or blog",70,70,10,1,10,1,1,1,5,10,10,2,2,2,"A lot","Graduate degree",Other,Telepathy,Happy,Teacher,Health
USA,NH,2015,"12        ",Male,17,Right-Handed,163,22,168,1,Car,9,0.438,34,Other,973,973,973,503,203,203,22,"Same length",90,96,"Ring finger",January,Fall,No,No,Breads/Sandwiches,"Sports drink","Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",10,13,1,0,2,1,2,0,8,2,10,4,16.5,1,"Very little","Graduate degree",Pop,"Freeze time",Healthy,Teacher,Health
USA,CA,2015,"12        ",Female,17,Right-Handed,158.5,23.1,152.4,2,Bus,70,0.672,53,Swimming,1000,1000,1000,900,500,800,23.3,"Left foot",6.35,6.85,"Ring finger",November,Spring,No,No,"No favorite",Water,"Mathematics and statistics",7,8,7,"Yes - other","In person",31,34,45,4,10,5,0,0,65,25,0,0,3,7,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,Other,"International aid"
USA,CO,2015,"12        ",Female,12,Right-Handed,170,,,1,Walk,6,.4,47,Tennis,1000,1000,1000,1000,990,1000,,"Same length",,,"Ring finger",October,Fall,Yes,No,Pizza/Pasta,Water,History,7,8,5,"Yes - broadband connection","Text messaging",20,20,10,0,12,16,7,0,2,2,2,9,4,3,"A lot","Undergraduate degree",Country,"Freeze time",Happy,"Coach or club leader","International aid"
USA,FL,2015,"12        ",Male,17,,175.6,10.1,175,2,Car,30,0.631,50,"Martial Arts",800,800,800,800,800,1000,10.1,"Same length",100,100,"Same length",January,Summer,No,No,Poultry,Water,History,5,9,4,"Yes - broadband connection","In person",7,6,14,1,1,4,13,1,6,1,50,3,12,0,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,Other,Religious
USA,VA,2015,"12        ",Male,17,Ambidextrous,63,19,160,1,Car,9,.295,32,None,631,332,545,850,1000,1000,21,"Left foot",30,31,"Ring finger",August,Fall,Yes,Yes,Vegetables,Water,English,7,12,4,"Yes - broadband connection","Text messaging",200,94,0,0,30,1,0,2,10,3,20,0,0,2,"A lot","Graduate degree",Other,Fly,Healthy,Other,Health
USA,NH,2015,"12        ",Female,17,Right-Handed,,,,1,Car,13,.337,32,Basketball,700,600,500,700,300,200,,,,,,April,Winter,No,No,Pizza/Pasta,Water,English,7.5,9,4,"Yes - broadband connection","Text messaging",8,31,8,1,10,7,7,4,4,9,9,7,0,2,Some,"Graduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CO,2015,"12        ",Female,17,Right-Handed,160,23.5,165,2,Car,20,.33,41,Athletics,295,508,358,503,193,759,23.5,"Same length",3,1,"Ring finger",May,Summer,No,No,Seafood,Water,Science,8,5,3,"Yes - broadband connection","Text messaging",250,245,15,8,25,10,30,0,5,50,15,10,40,5,"Very little","Graduate degree",Country,Fly,Happy,Friend,"Wildlife, animals"
USA,NC,2015,"12        ",Female,16,Right-Handed,171,24,73,4,Other,2,.075,44,Skateboarding/Rollerblading,600,600,600,700,600,900,23.5,"Right foot",80,75,"Index finger",October,Fall,Yes,Yes,"Rice/Noodle dishes",Juice,Science,4,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,2,15,1,20,1,0,0,10,15,40,3,0,2,"A lot","Graduate degree",Other,Telepathy,Happy,Other,Health
USA,MA,2015,"12        ",Female,17,Right-Handed,155,22.5,148,1,Car,2,.336,33,Other,500,1000,700,400,1000,1000,22.5,"Same length",60,5.5,"Index finger",September,Fall,Yes,No,Desserts,Water,Science,7,8,4,"Yes - broadband connection","Text messaging",8,70,7,0,25,0,0,0,2,1,20,0,15,0,"A lot","Graduate degree","Rock and roll",Telepathy,Happy,"Musician or singer","Education/Youth development"
USA,CO,2015,"12        ",Male,17,Ambidextrous,182,,179,2,Other,15,.0005,12,Basketball,1,4,2,3,5,6,,"Same length",,20,"Same length",March,Spring,Yes,No,Meat,Juice,"Physical education",5,9,3,"Yes - broadband connection",,10,12,3,10,1,5,3,12,2,2,12,4,0,9,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,"Arts, culture, sports"
USA,TN,2015,"12        ",Female,18,Right-Handed,55,4,8,1,Car,10,.485,5,Athletics,100,100,100,900,200,800,3,"Right foot",15,18,"Index finger",September,Summer,Yes,No,Fruit,Water,"Physical education",7,8,4,"Yes - other","Text messaging",100,120,20,1,3,1,20,0,5,5,5,5,29,2,"A lot","Graduate degree",Pop,Invisibility,Rich,"Sports person",Health
USA,CA,2015,"12        ",Female,16,Right-Handed,157.4,26,157,3,Car,15,1.057,79,Gymnastics,700,900,1000,800,10,100,22,"Right foot",6,6,"Index finger",November,Fall,No,No,Seafood,Water,English,9,11,6,"Yes - broadband connection","In person",1,3,1,0,21,50,10,2,5,1,5,0,0,2,Some,"Graduate degree",Country,Telepathy,Happy,"Community leader or elder","International aid"
USA,AZ,2015,"12        ",Male,16,Right-Handed,167.6,27.94,172,2,Car,25,.374,41,Running/Jogging,600,800,865,725,900,952,27.94,"Same length","102 ",80,"Same length",September,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,4,5,"Yes - broadband connection","Text messaging",100,150,1.5,.5,3,10,2,1,1,5,50,2,6,0,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,CO,2015,"12        ",Female,17,Right-Handed,170,23,155,1,Car,15,.595,53,Basketball,500,600,500,700,700,850,23,"Same length",65,70,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,8,2,"Yes - other","Cell phone",20,90,5,1,35,14,18,0,40,14,14,6,0,5,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,Health
USA,MA,2015,"12        ",Male,18,Right-Handed,,,,2,Car,15,.39,55,Basketball,0,0,5,5,3,3,,"Same length",,,,January,Spring,Yes,No,Pizza/Pasta,,,7,9,5,"Yes - broadband connection",,,,,,,,,,,,,,,,,"Graduate degree",,,,,
USA,CA,2015,"12        ",Female,17,Right-Handed,155,9,56,1,Car,5,0.456,48,Other,100,1000,1000,1000,0,100,8.5,"Right foot",25,20,"Ring finger",January,Winter,Yes,No,"Rice/Noodle dishes",Tea,Art,6,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",1000,2000,42,0,15,10,15,0,160,160,50,0,0,160,"A lot",Other,Pop,Invisibility,Happy,Relative,"International aid"
USA,CA,2015,"12        ",Male,17,Right-Handed,204.2,21.7,60,2,Car,10,1.333,51,Soccer,1000,500,600,100,250,400,22.22,"Same length",27,27,"Index finger",December,Summer,No,No,Poultry,"Sports drink","Physical education",8,10,6,"Yes - broadband connection","Text messaging",1000,10000,5,1,7,2,10,1,4,3,2,3.5,0,2,"Very little","Some college","Rap/Hip hop",Telepathy,Healthy,"Sports person",Health
USA,CO,2015,"12        ",Male,18,Right-Handed,189,33,193,1,Car,35,.066,35,Basketball,0,0,0,0,775,775,32,"Right foot",101.6,107.9,,August,Summer,No,No,Meat,"Sports drink","Mathematics and statistics",7,9,7,"Yes - broadband connection","Text messaging",100,100,9,.5,5,7,10,1,1,5,9,5,0,1,Some,"Graduate degree","Rock and roll","Super strength",Happy,Relative,Health
USA,IN,2015,"12        ",Female,17,Right-Handed,158,20.3,16.2,1,Car,5,0.45,49,Soccer,670,900,700,800,0,200,20.3,"Same length",76,76,"Same length",December,Spring,No,No,Seafood,Water,Other,7,7,5,"Yes - other","Text messaging",50,50,10,2,3,2,12,0,6,12,12,4,12,4,Some,"Graduate degree",Country,"Freeze time",Healthy,"Doctor or nurse",Health
USA,VA,2015,"12        ",Female,17,Right-Handed,161,23,158,1,Car,12,.364,41,Other,500,700,400,400,900,900,23,"Same length",65,70,"Ring finger",September,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,12,4,"Yes - broadband connection","Text messaging",120,200,6,1,6,7,20,0,10,60,40,9,15,3,Some,"Some college",Country,"Super strength",Rich,Relative,Health
USA,MA,2015,"12        ",Male,17,Right-Handed,173,29.21,175.2,1,Car,7,.332,54,Baseball/Softball,684,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OK,2015,"12        ",Female,17,Right-Handed,164.5,23,155,1,Car,15,3,4,Dancing,600,400,800,1000,0,200,23,"Same length",75,78,"Ring finger",December,Fall,No,No,Vegetables,Water,Art,6,10,4,"Yes - other","In person",23,33,10,5,5,45,12,0,5,7,100,5,24,10,"A lot","Graduate degree",Other,Invisibility,Happy,Other,"Wildlife, animals"
USA,CO,2015,"12        ",Female,17,Right-Handed,157,19,157,2,Car,8,0.835,4,Baseball/Softball,500,300,300,800,1000,1000,19,"Same length",76,76,"Same length",July,Winter,Yes,No,"No favorite",Water,Science,8,8,5,"Yes - broadband connection","Text messaging",20,20,3,0,9,100,0,12,14,20,56,30,6,9,Some,"Graduate degree",Other,Telepathy,Healthy,Relative,Health
USA,CA,2015,"12        ",Female,17,Right-Handed,156,21,175,2,Car,12,0.388,44,Tennis,850,834,845,829,813,850,22,"Left foot",65,60,"Index finger",June,Winter,No,No,Desserts,Water,History,8,9,2,"Yes - broadband connection","Text messaging",96,200,9,1,42,4,10,0,14,3,15,8,0,1,"A lot","Graduate degree",Pop,Fly,Happy,Other,"Wildlife, animals"
USA,VA,2015,"12        ",Male,17,Right-Handed,172.7,25,168,1,Car,20,.3,40.3,Athletics,1000,1000,1000,1000,980,960,25,"Same length",70,70,"Same length",December,Winter,Yes,No,Fruit,Juice,"Physical education",8,8,4,"Yes - broadband connection","Text messaging",10,10,5,0,20,8,18,20,2,5,25,15,0,5,Some,"Graduate degree",Techno/Electronic,Fly,Happy,Actor,Health
USA,OH,2015,"12        ",Male,17,Right-Handed,206,27,168,2,Car,20,.318,38,Other,1000,900,700,800,1000,1000,27,"Same length",80,85,"Ring finger",October,Fall,Yes,No,Seafood,Coffee,Languages,7,10,2,"Yes - broadband connection","Text messaging",100,100,20,1,10,5,10,3,0,6,6,1,20,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
USA,VA,2015,"12        ",Male,17,Right-Handed,201.9,28,180.3,2,Car,12,.379,40,Soccer,400,400,500,500,500,1000,28,"Same length",7,7.5,"Ring finger",July,Summer,No,No,"Rice/Noodle dishes",Juice,Science,8,6,7,"Yes - broadband connection","Text messaging",300,300,15,2,4,8,16,3,66,20,80,30,12,12,Some,"High school",Other,Fly,Famous,"Sports person","International aid"
USA,IA,2015,"12        ",Female,17,Right-Handed,170,22,152,1,Car,10,.542,33,None,700,800,600,500,1000,900,20,"Right foot",75,70,"Index finger",July,Winter,Yes,No,Breads/Sandwiches,Water,Art,7,9,5,"Yes - other",,12,15,2,0,1,3,0,6,1,1,5,3,0,1,Some,Other,"Punk rock","Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,VA,2015,"12        ",Male,17,Right-Handed,186,28,181,1,Car,25,.24,41,Baseball/Softball,1000,1000,1000,1000,1000,1000,28,"Same length",85,80,"Index finger",January,Fall,No,No,Meat,Water,"Physical education",6,8,4,"Yes - broadband connection","Text messaging",20,100,20,1,10,5,10,15,8,10,10,5,25,10,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Business person",Health
USA,CO,2015,"12        ",Male,17,Right-Handed,180,24,160.4,1,Car,10,.312,40,Golf,449,406,678,171,800,1000,24,"Same length",,,"Index finger",November,Winter,No,No,Desserts,"Soft drink (caffeinated)","Computers and technology",8,6,4,"Yes - broadband connection","Text messaging",200,200,12,0,15,6,6,20,5,5,10,2,20,5,"Very little","Graduate degree",Other,Telepathy,Happy,Relative,Environment
USA,PA,2015,"12        ",Male,17,Right-Handed,174,24.9,,3,Car,8,.302,44,Cycling,800,900,650,950,300,550,25.3,"Left foot",98,88,"Index finger",May,Spring,No,No,Breads/Sandwiches,Water,Science,8,9,3,"Yes - broadband connection","Text messaging",10,15,5,1,12,12,5,1,0,1,10,8,10,2,Some,"Graduate degree",Pop,Fly,Happy,"Sports person","International aid"
